Home Team,Away Team,Home Goals,Away Goals,Home Team Conference,Away Team Conference,Week
Maryland,Purdue,0,0,Big Ten,Big Ten,6
Massachusetts,VCU,0,1,A10,A10,6
Middle Tennessee,Liberty,1,0,C-USA,C-USA,6
Minnesota,Michigan State,1,3,Big Ten,Big Ten,6
Mississippi State,Texas A&M,1,0,SEC,SEC,6
Missouri State,Illinois State,1,4,MVC,MVC,6
Morehead State,UT Martin,2,0,OVC,OVC,6
North Alabama,Stetson,2,0,Atlantic Sun,Atlantic Sun,6
North Dakota,Omaha,0,2,Summit,Summit,6
North Dakota State,UMKC,1,1,Summit,Summit,6
North Florida,Lipscomb,0,1,Atlantic Sun,Atlantic Sun,6
North Texas,Rice,6,0,AAC,AAC,6
Oakland,Northern Kentucky,1,1,Horizon,Horizon,6
Ohio State,Nebraska,2,1,Big Ten,Big Ten,6
Ohio University,Kent State,0,1,MAC,MAC,6
Oklahoma,Kansas State,0,2,Big 12,Big 12,6
Oklahoma State,Kansas,1,0,Big 12,Big 12,6
Old Dominion,Louisiana,0,1,Sun Belt,Sun Belt,6
Pepperdine,UC San Diego,0,4,WCC,Big West,6
Providence,Seton Hall,3,1,Big East,Big East,6
Purdue Fort Wayne,Cleveland State,1,0,Horizon,Horizon,6
Queens (N.C.),Eastern Kentucky,0,0,Atlantic Sun,Atlantic Sun,6
Rhode Island,Duquesne,0,1,A10,A10,6
Richmond,George Mason,0,1,A10,A10,6
SMU,Tulsa,0,0,AAC,AAC,6
Sacred Heart,Fairleigh Dickinson,0,1,Northeast,Northeast,6
Sam Houston State,Florida International,0,3,C-USA,C-USA,6
Samford,Western Carolina,0,1,Southern,Southern,6
San Jose State,New Mexico,1,1,Mountain West,Mountain West,6
South Alabama,Georgia Southern,1,2,Sun Belt,Sun Belt,6
South Dakota,St. Thomas (Minn.),1,3,Summit,Summit,6
South Florida,Charlotte,0,0,AAC,AAC,6
St. Francis (Pa.),Delaware State,0,5,Northeast,Northeast,6
Stephen F. Austin,Tarleton State,1,1,WAC,WAC,6
Tennessee,Florida,0,2,SEC,SEC,6
Toledo,Bowling Green,2,0,MAC,MAC,6
Troy,Southern Mississippi,2,1,Sun Belt,Sun Belt,6
UAB,East Carolina,1,1,AAC,AAC,6
UC Irvine,UC Santa Barbara,2,2,Big West,Big West,6
UIC,Northern Iowa,1,0,MVC,MVC,6
UMBC,Iona University,0,2,Am East,MAAC,6
UNC Greensboro,The Citadel,2,1,Southern,Southern,6
UT Chattanooga,Mercer,3,2,Southern,Southern,6
UTEP,New Mexico State,0,2,C-USA,C-USA,6
UTRGV,Abilene Christian,1,0,WAC,WAC,6
VMI,Wofford,0,2,Southern,Southern,6
Vanderbilt,Mississippi,0,2,SEC,SEC,6
Wagner,Merrimack,0,1,Northeast,Northeast,6
Wake Forest,NC State,1,1,ACC,ACC,6
West Virginia,Iowa State,0,1,Big 12,Big 12,6
Western Illinois,Southeast Missouri State,0,0,OVC,OVC,6
Western Michigan,Northern Illinois,3,0,MAC,MAC,6
William & Mary,Campbell,2,2,CAA,CAA,6
Wisconsin,Iowa,1,0,Big Ten,Big Ten,6
Wisconsin-Milwaukee,Robert Morris,0,3,Horizon,Horizon,6
Wright State,Youngstown State,2,3,Horizon,Horizon,6
Wyoming,UNLV,2,1,Mountain West,Mountain West,6
Colorado,UCLA,1,3,Pac-12,Pac-12,6
Washington State,Stanford,1,0,Pac-12,Pac-12,6
Utah,USC,0,2,Pac-12,Pac-12,6
Princeton,Cornell,2,4,Ivy,Ivy,6
Arizona,Oregon,0,3,Pac-12,Pac-12,6
Arizona State,Oregon State,2,0,Pac-12,Pac-12,6
Jackson State,Alcorn State,1,2,SWAC,SWAC,6
Lamar,Houston Christian,1,4,Southland,Southland,6
McNeese State,Texas A&M-Corpus Christi,1,1,Southland,Southland,6
Northwestern State,Incarnate Word,0,1,Southland,Southland,6
Portland State,Northern Colorado,1,2,Big Sky,Big Sky,6
Prairie View A&M,Arkansas Pine Bluff,2,3,SWAC,SWAC,6
Sacramento State,Northern Arizona,0,1,Big Sky,Big Sky,6
Southern University,Mississippi Valley,1,0,SWAC,SWAC,6
Texas Southern,Grambling State,3,0,SWAC,SWAC,6
Utah Tech,Southern Utah,1,1,WAC,WAC,6
Washington,California,1,0,Pac-12,Pac-12,6
Army,Bucknell,3,1,Patriot,Patriot,6
Colgate,Navy,2,0,Patriot,Patriot,6
Columbia,Penn,1,0,Ivy,Ivy,6
Denver,Oral Roberts,1,0,Summit,Summit,6
Fairfield,Rider,1,2,MAAC,MAAC,6
Harvard,Brown,0,2,Ivy,Ivy,6
High Point,Winthrop,2,3,Big South,Big South,6
Loyola (MD),Lafayette,1,2,Patriot,Patriot,6
Loyola Marymount,San Diego,1,2,WCC,WCC,6
Manhattan,Mount St. Mary's,0,1,MAAC,MAAC,6
Niagara,Marist,0,0,MAAC,MAAC,6
Portland,Cal Poly,0,2,WCC,Big West,6
Quinnipiac,Canisius,2,0,MAAC,MAAC,6
Radford,Presbyterian,3,1,Big South,Big South,6
USC Upstate,UNC Asheville,2,1,Big South,Big South,6
Yale,Dartmouth,0,1,Ivy,Ivy,6
North Carolina,Florida State,3,3,ACC,ACC,6
Penn State,Nebraska,1,0,Big Ten,Big Ten,6
Duke,NC State,0,0,ACC,ACC,6
South Carolina,Tennessee,1,1,SEC,SEC,6
Alabama,Vanderbilt,1,0,SEC,SEC,6
Pittsburgh,Notre Dame,1,1,ACC,ACC,6
Texas A&M,Arkansas,0,1,SEC,SEC,6
Saint Louis,Dayton,1,1,A10,A10,6
Wake Forest,Virginia,0,2,ACC,ACC,6
Boston College,Clemson,0,2,ACC,ACC,6
Santa Clara,Pacific,6,0,WCC,WCC,6
Creighton,Georgetown,1,0,Big East,Big East,6
Illinois,Michigan,1,2,Big Ten,Big Ten,6
DePaul,Xavier,3,0,Big East,Big East,6
Missouri,Georgia,1,2,SEC,SEC,6
Air Force,Boise State,1,1,Mountain West,Mountain West,6
Alabama A&M,Chicago State,2,3,SWAC,Indep.,6
Albany,Maine,3,0,Am East,Am East,6
American,Holy Cross,0,0,Patriot,Patriot,6
Appalachian State,James Madison,1,1,Sun Belt,Sun Belt,6
Baylor,Texas Tech,0,2,Big 12,Big 12,6
Binghamton,UMBC,3,1,Am East,Am East,6
Bowling Green,Western Michigan,0,0,MAC,MAC,6
Bryant,New Hampshire,2,0,Am East,Am East,6
Buffalo,Ohio University,1,0,MAC,MAC,6
CSU Bakersfield,UC Davis,2,2,Big West,Big West,6
Cal State Fullerton,CSUN,1,1,Big West,Big West,6
California Baptist,Seattle,1,0,WAC,WAC,6
Central Arkansas,Stetson,0,0,Atlantic Sun,Atlantic Sun,6
Cincinnati,Iowa State,0,1,Big 12,Big 12,6
Cleveland State,Oakland,0,1,Horizon,Horizon,6
College of Charleston,Campbell,1,0,CAA,CAA,6
Colorado College,Utah State,1,2,Mountain West,Mountain West,6
Colorado State,UNLV,1,1,Mountain West,Mountain West,6
Connecticut,St. John's,1,2,Big East,Big East,6
Davidson,Massachusetts,5,0,A10,A10,6
Detroit Mercy,Wisconsin-Green Bay,0,1,Horizon,Horizon,6
East Tennessee State,VMI,2,0,Southern,Southern,6
Eastern Michigan,Ball State,1,1,MAC,MAC,6
Fairleigh Dickinson,Central Connecticut,2,1,Northeast,Northeast,6
Florida,Kentucky,1,1,SEC,SEC,6
Florida International,Florida Atlantic,2,0,C-USA,AAC,6
Fresno State,New Mexico,0,0,Mountain West,Mountain West,6
Georgia Southern,Old Dominion,2,1,Sun Belt,Sun Belt,6
Georgia State,Coastal Carolina,3,0,Sun Belt,Sun Belt,6
Grand Canyon,Utah Valley,4,0,WAC,WAC,6
Houston,Oklahoma,2,1,Big 12,Big 12,6
Howard,Wagner,4,0,Northeast,Northeast,6
Idaho State,Idaho,0,4,Big Sky,Big Sky,6
Indiana,Northwestern,0,1,Big Ten,Big Ten,6
Indiana State,Valparaiso,2,0,MVC,MVC,6
Iowa,Minnesota,0,0,Big Ten,Big Ten,6
Jackson State,Mississippi Valley,0,1,SWAC,SWAC,6
Jacksonville,Lipscomb,0,5,Atlantic Sun,Atlantic Sun,6
Jacksonville State,Western Kentucky,1,1,C-USA,C-USA,6
Kennesaw State,Eastern Kentucky,1,3,Atlantic Sun,Atlantic Sun,6
Kent State,Akron,2,1,MAC,MAC,6
LIU,Le Moyne,0,3,Northeast,Northeast,6
LSU,Mississippi State,1,2,SEC,SEC,6
La Salle,Richmond,0,3,A10,A10,6
Lehigh,Boston University,2,2,Patriot,Patriot,6
Liberty,Sam Houston State,0,6,C-USA,C-USA,6
Long Beach State,UC Santa Barbara,1,4,Big West,Big West,6
Longwood,Charleston Southern,1,0,Big South,Big South,6
Louisiana,Louisiana-Monroe,0,1,Sun Belt,Sun Belt,6
Louisiana Tech,UTEP,2,2,C-USA,C-USA,6
Loyola-Chicago,George Washington,4,0,A10,A10,6
Marquette,Butler,0,2,Big East,Big East,6
Marshall,South Alabama,0,2,Sun Belt,Sun Belt,6
Maryland,Ohio State,0,1,Big Ten,Big Ten,6
Massachusetts-Lowell,NJIT,2,0,Am East,Am East,6
Mercer,UNC Greensboro,1,1,Southern,Southern,6
Miami (FL),Louisville,0,1,ACC,ACC,6
Miami (OH),Central Michigan,2,1,MAC,MAC,6
Mississippi,Auburn,0,0,SEC,SEC,6
Missouri State,Belmont,0,2,MVC,MVC,6
Monmouth,Stony Brook,1,0,CAA,CAA,6
Morehead State,Western Illinois,0,0,OVC,OVC,6
Murray State,Evansville,0,0,MVC,MVC,6
New Mexico State,Middle Tennessee,3,2,C-USA,C-USA,6
Nicholls,McNeese State,3,0,Southland,Southland,6
North Alabama,FGCU,1,0,Atlantic Sun,Atlantic Sun,6
North Dakota,UMKC,0,0,Summit,Summit,6
North Dakota State,Omaha,2,2,Summit,Summit,6
North Florida,Austin Peay,0,3,Atlantic Sun,Atlantic Sun,6
Northeastern,Hampton University,0,10,CAA,CAA,6
Northern Colorado,Sacramento State,2,2,Big Sky,Big Sky,6
Northern Illinois,Toledo,1,1,MAC,MAC,6
Northern Iowa,Southern Illinois,0,3,MVC,MVC,6
Northern Kentucky,Purdue Fort Wayne,0,0,Horizon,Horizon,6
Oklahoma State,Kansas State,0,2,Big 12,Big 12,6
Portland State,Northern Arizona,0,0,Big Sky,Big Sky,6
Prairie View A&M,Grambling State,0,1,SWAC,SWAC,6
Queens (N.C.),Bellarmine,0,0,Atlantic Sun,Atlantic Sun,6
Robert Morris,Wright State,4,2,Horizon,Horizon,6
Rutgers,Purdue,0,1,Big Ten,Big Ten,6
SIUE,Lindenwood,0,1,OVC,OVC,6
San Jose State,San Diego State,2,2,Mountain West,Mountain West,6
South Dakota,South Dakota State,1,0,Summit,Summit,6
South Florida,Gonzaga,1,2,AAC,WCC,6
Southeast Missouri State,Eastern Illinois,2,0,OVC,OVC,6
Southeastern Louisiana,Incarnate Word,0,1,Southland,Southland,6
Southern Mississippi,Arkansas State,1,2,Sun Belt,Sun Belt,6
Southern University,Alcorn State,1,0,SWAC,SWAC,6
St. Bonaventure,Duquesne,0,2,A10,A10,6
Stephen F. Austin,Abilene Christian,0,2,WAC,WAC,6
Stonehill,St. Francis (Pa.),2,0,Northeast,Northeast,6
Syracuse,Virginia Tech,4,0,ACC,ACC,6
Tennessee Tech,Southern Indiana,0,7,OVC,OVC,6
Texas A&M-Commerce,Northwestern State,2,1,Southland,Southland,6
Texas Southern,Arkansas Pine Bluff,1,3,SWAC,SWAC,6
Texas State,Troy,1,1,Sun Belt,Sun Belt,6
The Citadel,UT Chattanooga,1,2,Southern,Southern,6
Towson,Drexel,3,5,CAA,CAA,6
UC Riverside,Hawaii,1,0,Big West,Big West,6
UCF,Kansas,0,1,Big 12,Big 12,6
UIC,Drake,3,1,MVC,MVC,6
UNC Wilmington,Hofstra,1,2,CAA,CAA,6
UT Martin,Little Rock,1,1,OVC,OVC,6
UTRGV,Tarleton State,0,1,WAC,WAC,6
VCU,Rhode Island,0,0,A10,A10,6
Villanova,Seton Hall,2,1,Big East,Big East,6
Weber State,Eastern Washington,1,2,Big Sky,Big Sky,6
West Virginia,TCU,1,5,Big 12,Big 12,6
Western Carolina,Furman,1,2,Southern,Southern,6
William & Mary,Elon,0,2,CAA,CAA,6
Wisconsin,Michigan State,1,0,Big Ten,Big Ten,6
Wofford,Samford,5,0,Southern,Southern,6
Wyoming,Nevada,0,1,Mountain West,Mountain West,6
Youngstown State,IUPUI,0,1,Horizon,Horizon,6
