Home Team,Away Team,Home Goals,Away Goals,Home Team Conference,Away Team Conference,Week
Army,Loyola (MD),2,0,Patriot,Patriot,8
Bucknell,Navy,0,2,Patriot,Patriot,8
Incarnate Word,Nicholls,3,0,Southland,Southland,8
Lamar,Northwestern State,1,0,Southland,Southland,8
Mississippi Valley,Grambling State,3,1,SWAC,SWAC,8
Portland State,Idaho,1,2,Big Sky,Big Sky,8
Sacramento State,Eastern Washington,0,1,Big Sky,Big Sky,8
Texas A&M-Commerce,Houston Christian,4,3,Southland,Southland,8
Texas A&M-Corpus Christi,Southeastern Louisiana,1,0,Southland,Southland,8
Michigan,Michigan State,3,2,Big Ten,Big Ten,8
Brown,Penn,2,1,Ivy,Ivy,8
Boston University,Lafayette,2,4,Patriot,Patriot,8
Charleston Southern,Gardner-Webb,2,0,Big South,Big South,8
Colgate,American,2,0,Patriot,Patriot,8
Cornell,Harvard,3,1,Ivy,Ivy,8
Fairfield,Canisius,0,1,MAAC,MAAC,8
Florida International,Liberty,0,0,C-USA,C-USA,8
Gonzaga,San Francisco,3,0,WCC,WCC,8
Grand Canyon,California Baptist,1,1,WAC,WAC,8
Holy Cross,Lehigh,1,2,Patriot,Patriot,8
La Salle,George Mason,0,5,A10,A10,8
Longwood,High Point,1,1,Big South,Big South,8
Loyola Marymount,Portland,0,1,WCC,WCC,8
Marist,Mount St. Mary's,0,2,MAAC,MAAC,8
Maryland,Rutgers,0,1,Big Ten,Big Ten,8
Nebraska,Iowa,2,4,Big Ten,Big Ten,8
Pepperdine,St. Mary's (CA),0,3,WCC,WCC,8
Princeton,Yale,3,1,Ivy,Ivy,8
Quinnipiac,Iona University,2,0,MAAC,MAAC,8
Rider,Manhattan,1,2,MAAC,MAAC,8
Saint Joseph's,Duquesne,0,0,A10,A10,8
San Diego,Pacific,1,0,WCC,WCC,8
Siena College,Niagara,1,1,MAAC,MAAC,8
USC Upstate,Radford,3,1,Big South,Big South,8
UTEP,Western Kentucky,0,1,C-USA,C-USA,8
Florida State,Boston College,6,0,ACC,ACC,8
Duke,North Carolina,1,1,ACC,ACC,8
UCLA,Oregon,0,4,Pac-12,Pac-12,8
Utah,Stanford,0,1,Pac-12,Pac-12,8
Penn State,Ohio State,2,1,Big Ten,Big Ten,8
Auburn,Arkansas,1,2,SEC,SEC,8
Virginia Tech,Clemson,1,0,ACC,ACC,8
USC,Oregon State,4,0,Pac-12,Pac-12,8
Notre Dame,Miami (FL),2,7,ACC,ACC,8
Missouri,South Carolina,1,1,SEC,SEC,8
Texas Tech,TCU,0,1,Big 12,Big 12,8
Pittsburgh,Wake Forest,4,1,ACC,ACC,8
Colorado,California,0,0,Pac-12,Pac-12,8
Seton Hall,Georgetown,1,1,Big East,Big East,8
Texas A&M,Alabama,1,3,SEC,SEC,8
Saint Louis,Richmond,0,4,A10,A10,8
Kentucky,Vanderbilt,0,2,SEC,SEC,8
Abilene Christian,Utah Valley,3,1,WAC,WAC,8
Air Force,Nevada,0,1,Mountain West,Mountain West,8
Alabama A&M,Jackson State,1,2,SWAC,SWAC,8
Alabama State,Southern University,1,1,SWAC,SWAC,8
Alcorn State,Grambling State,1,0,SWAC,SWAC,8
Appalachian State,Marshall,5,1,Sun Belt,Sun Belt,8
Arizona,Washington,4,3,Pac-12,Pac-12,8
Arizona State,Washington State,5,1,Pac-12,Pac-12,8
Belmont,Northern Iowa,0,1,MVC,MVC,8
Bowling Green,Eastern Michigan,2,3,MAC,MAC,8
Bryant,Albany,2,0,Am East,Am East,8
Buffalo,Ball State,5,0,MAC,MAC,8
Butler,DePaul,2,1,Big East,Big East,8
CSUN,Long Beach State,3,1,Big West,Big West,8
Campbell,Delaware,1,1,CAA,CAA,8
Central Arkansas,Eastern Kentucky,2,1,Atlantic Sun,Atlantic Sun,8
Cincinnati,Oklahoma,0,0,Big 12,Big 12,8
Coastal Carolina,Georgia Southern,1,2,Sun Belt,Sun Belt,8
College of Charleston,Stony Brook,1,1,CAA,CAA,8
Colorado College,UNLV,1,2,Mountain West,Mountain West,8
Connecticut,Xavier,1,0,Big East,Big East,8
Dartmouth,Columbia,1,1,Ivy,Ivy,8
Davidson,Loyola-Chicago,1,0,A10,A10,8
Denver,South Dakota,1,3,Summit,Summit,8
Detroit Mercy,Purdue Fort Wayne,0,4,Horizon,Horizon,8
Drake,Valparaiso,2,1,MVC,MVC,8
East Tennessee State,Wofford,1,4,Southern,Southern,8
Elon,Drexel,1,1,CAA,CAA,8
Evansville,UIC,0,1,MVC,MVC,8
FGCU,Lipscomb,1,1,Atlantic Sun,Atlantic Sun,8
Fresno State,Wyoming,2,0,Mountain West,Mountain West,8
Georgia,Florida,0,0,SEC,SEC,8
Georgia State,Arkansas State,0,0,Sun Belt,Sun Belt,8
Houston Christian,Northwestern State,2,1,Southland,Southland,8
IUPUI,Wisconsin-Green Bay,1,0,Horizon,Horizon,8
Illinois State,Murray State,0,2,MVC,MVC,8
Incarnate Word,Southeastern Louisiana,1,0,Southland,Southland,8
Jacksonville State,New Mexico State,0,2,C-USA,C-USA,8
Kansas,Houston,0,2,Big 12,Big 12,8
Kennesaw State,North Florida,1,1,Atlantic Sun,Atlantic Sun,8
Kent State,Central Michigan,3,1,MAC,MAC,8
LIU,Fairleigh Dickinson,0,2,Northeast,Northeast,8
LSU,Tennessee,1,0,SEC,SEC,8
Little Rock,SIUE,1,1,OVC,OVC,8
Louisiana,Southern Mississippi,2,1,Sun Belt,Sun Belt,8
Louisiana-Monroe,Texas State,5,0,Sun Belt,Sun Belt,8
Louisville,Syracuse,2,1,ACC,ACC,8
Massachusetts,St. Bonaventure,0,0,A10,A10,8
Massachusetts-Lowell,Binghamton,2,0,Am East,Am East,8
McNeese State,Lamar,1,2,Southland,Southland,8
Mercer,Western Carolina,1,2,Southern,Southern,8
Merrimack,Delaware State,4,0,Northeast,Northeast,8
Middle Tennessee,Sam Houston State,3,2,C-USA,C-USA,8
Minnesota,Illinois,1,3,Big Ten,Big Ten,8
Mississippi State,Mississippi,0,1,SEC,SEC,8
Mississippi Valley,Arkansas Pine Bluff,1,3,SWAC,SWAC,8
Monmouth,Northeastern,1,0,CAA,CAA,8
Montana,Idaho State,0,1,Big Sky,Big Sky,8
Morehead State,Southeast Missouri State,0,1,OVC,OVC,8
NC State,Virginia,1,2,ACC,ACC,8
NJIT,Maine,2,0,Am East,Am East,8
New Mexico,Boise State,1,2,Mountain West,Mountain West,8
North Alabama,Bellarmine,2,1,Atlantic Sun,Atlantic Sun,8
North Dakota State,North Dakota,0,0,Summit,Summit,8
Northern Arizona,Northern Colorado,0,3,Big Sky,Big Sky,8
Northern Illinois,Miami (OH),0,1,MAC,MAC,8
Northern Kentucky,Cleveland State,1,0,Horizon,Horizon,8
Old Dominion,James Madison,0,0,Sun Belt,Sun Belt,8
Oral Roberts,St. Thomas (Minn.),0,1,Summit,Summit,8
Portland State,Eastern Washington,2,5,Big Sky,Big Sky,8
Purdue,Indiana,0,1,Big Ten,Big Ten,8
Queens (N.C.),Jacksonville,1,0,Atlantic Sun,Atlantic Sun,8
Rhode Island,Fordham,2,2,A10,A10,8
Sacramento State,Idaho,0,1,Big Sky,Big Sky,8
Sacred Heart,Howard,1,3,Northeast,Northeast,8
Samford,The Citadel,0,3,Southern,Southern,8
San Diego State,Utah State,1,2,Mountain West,Mountain West,8
San Jose State,Colorado State,4,4,Mountain West,Mountain West,8
South Carolina State,UNC Asheville,6,1,Indep.,Big South,8
Southern Illinois,Indiana State,0,0,MVC,MVC,8
Southern Indiana,Lindenwood,0,3,OVC,OVC,8
St. Francis (Pa.),Le Moyne,0,1,Northeast,Northeast,8
St. John's,Providence,2,2,Big East,Big East,8
Stephen F. Austin,Southern Utah,1,2,WAC,WAC,8
Stetson,Austin Peay,0,0,Atlantic Sun,Atlantic Sun,8
Stonehill,Wagner,3,2,Northeast,Northeast,8
Tarleton State,Seattle,3,0,WAC,WAC,8
Tennessee Tech,Western Illinois,0,1,OVC,OVC,8
Texas,Iowa State,2,1,Big 12,Big 12,8
Texas A&M-Corpus Christi,Nicholls,2,0,Southland,Southland,8
Toledo,Akron,3,0,MAC,MAC,8
Towson,UNC Wilmington,0,3,CAA,CAA,8
Troy,South Alabama,1,0,Sun Belt,Sun Belt,8
UC Davis,Hawaii,3,2,Big West,Big West,8
UC Irvine,Cal Poly,1,2,Big West,Big West,8
UC Riverside,CSU Bakersfield,2,2,Big West,Big West,8
UC San Diego,Cal State Fullerton,1,0,Big West,Big West,8
UCF,Baylor,1,2,Big 12,Big 12,8
UMBC,Vermont,0,3,Am East,Am East,8
UNC Greensboro,Furman,0,1,Southern,Southern,8
UT Chattanooga,VMI,2,0,Southern,Southern,8
UT Martin,Eastern Illinois,1,0,OVC,OVC,8
UTRGV,Utah Tech,0,0,WAC,WAC,8
VCU,Dayton,1,0,A10,A10,8
Villanova,Creighton,1,2,Big East,Big East,8
West Virginia,Oklahoma State,0,1,Big 12,Big 12,8
Western Michigan,Ohio University,1,1,MAC,MAC,8
William & Mary,Hampton University,0,0,CAA,CAA,8
Wisconsin-Milwaukee,Wright State,4,0,Horizon,Horizon,8
Youngstown State,Oakland,1,2,Horizon,Horizon,8
