Home Team,Away Team,Home Goals,Away Goals,Home Team Conference,Away Team Conference
Grand Canyon,UTRGV,0,5,WAC,WAC
Hofstra,Elon,0,2,CAA,CAA
IUPUI,Oakland,1,2,Horizon,Horizon
Illinois State,Drake,3,0,MVC,MVC
Indiana State,Missouri State,1,0,MVC,MVC
Iowa,Northwestern,2,1,Big Ten,Big Ten
Iowa State,Kansas,0,1,Big 12,Big 12
Jacksonville,Central Arkansas,1,1,Atlantic Sun,Atlantic Sun
Kansas State,West Virginia,1,0,Big 12,Big 12
LIU,St. Francis (Pa.),0,0,Northeast,Northeast
La Salle,Fordham,2,1,A10,A10
Liberty,Jacksonville State,1,2,C-USA,C-USA
Lipscomb,Queens (N.C.),0,3,Atlantic Sun,Atlantic Sun
Loyola-Chicago,Richmond,1,0,A10,A10
Massachusetts-Lowell,Maine,2,0,Am East,Am East
Mercer,Samford,1,2,Southern,Southern
Merrimack,Central Connecticut,3,0,Northeast,Northeast
Middle Tennessee,UTEP,1,1,C-USA,C-USA
Minnesota,Ohio State,0,2,Big Ten,Big Ten
NJIT,Bryant,0,1,Am East,Am East
Nevada,New Mexico,1,0,Mountain West,Mountain West
New Mexico State,Florida International,1,1,C-USA,C-USA
North Florida,North Alabama,0,1,Atlantic Sun,Atlantic Sun
Northern Arizona,Montana,1,2,Big Sky,Big Sky
Northern Illinois,Buffalo,0,2,MAC,MAC
Northern Iowa,Evansville,3,2,MVC,MVC
Ohio University,Central Michigan,1,1,MAC,MAC
Oklahoma,Texas,2,0,Big 12,Big 12
Providence,Marquette,0,1,Big East,Big East
Sacred Heart,Stonehill,0,4,Northeast,Northeast
South Florida,North Texas,0,1,AAC,AAC
Southern Illinois,Valparaiso,2,1,MVC,MVC
Southern Indiana,SIUE,0,0,OVC,OVC
Southern Utah,Abilene Christian,2,3,WAC,WAC
St. Bonaventure,Rhode Island,1,2,A10,A10
St. John's,Butler,1,3,Big East,Big East
Stony Brook,Drexel,1,3,CAA,CAA
Temple,Rice,0,1,AAC,AAC
Tennessee Tech,UT Martin,2,3,OVC,OVC
The Citadel,Western Carolina,0,3,Southern,Southern
Toledo,Eastern Michigan,3,0,MAC,MAC
UAB,UTSA,1,1,AAC,AAC
UC Irvine,UC San Diego,0,0,Big West,Big West
UC Riverside,UC Davis,2,1,Big West,Big West
UC Santa Barbara,CSUN,0,1,Big West,Big West
UIC,Belmont,0,0,MVC,MVC
UNC Wilmington,William & Mary,0,2,CAA,CAA
UNLV,San Diego State,2,0,Mountain West,Mountain West
UT Chattanooga,Wofford,0,2,Southern,Southern
Utah State,Fresno State,2,0,Mountain West,Mountain West
Utah Tech,Tarleton State,1,3,WAC,WAC
VMI,Furman,1,3,Southern,Southern
Vermont,New Hampshire,1,1,Am East,Am East
Western Illinois,Eastern Illinois,0,0,OVC,OVC
Western Kentucky,Louisiana Tech,0,1,C-USA,C-USA
Western Michigan,Miami (OH),0,1,MAC,MAC
Wisconsin-Green Bay,Purdue Fort Wayne,1,1,Horizon,Horizon
Wright State,Detroit Mercy,1,0,Horizon,Horizon
Wyoming,Air Force,1,1,Mountain West,Mountain West
Youngstown State,Wisconsin-Milwaukee,1,1,Horizon,Horizon
UCLA,Utah,4,0,Pac-12,Pac-12
Wake Forest,North Carolina,1,1,ACC,ACC
Duke,Clemson,0,1,ACC,ACC
South Carolina,Mississippi,0,0,SEC,SEC
Alabama,LSU,1,4,SEC,SEC
Alcorn State,Alabama State,3,1,SWAC,SWAC
Auburn,Texas A&M,0,0,SEC,SEC
California,Washington State,1,1,Pac-12,Pac-12
Idaho State,Portland State,3,2,Big Sky,Big Sky
Jackson State,Prairie View A&M,0,2,SWAC,SWAC
James Madison,Texas State,0,0,Sun Belt,Sun Belt
Lamar,Incarnate Word,0,1,Southland,Southland
McNeese State,Northwestern State,0,2,Southland,Southland
Mississippi Valley,Alabama A&M,3,2,SWAC,SWAC
North Dakota,Oral Roberts,3,2,Summit,Summit
Old Dominion,Appalachian State,0,1,Sun Belt,Sun Belt
Oregon,Arizona State,0,2,Pac-12,Pac-12
Oregon State,Arizona,0,0,Pac-12,Pac-12
Southeastern Louisiana,Houston Christian,1,2,Southland,Southland
Southern University,Texas Southern,1,1,SWAC,SWAC
Tennessee,Georgia,2,1,SEC,SEC
Texas A&M-Commerce,Texas A&M-Corpus Christi,1,2,Southland,Southland
Vanderbilt,Missouri,1,0,SEC,SEC
Weber State,Sacramento State,0,0,Big Sky,Big Sky
Stanford,Washington,1,1,Pac-12,Pac-12
USC,Colorado,1,1,Pac-12,Pac-12
Syracuse,Pittsburgh,0,6,ACC,ACC
Columbia,Brown,1,0,Ivy,Ivy
Pacific,Santa Clara,1,5,WCC,WCC
Boston College,Louisville,1,1,ACC,ACC
Bucknell,Boston University,3,3,Patriot,Patriot
Canisius,Mount St. Mary's,0,1,MAAC,MAAC
Gardner-Webb,UNC Asheville,1,0,Big South,Big South
Harvard,Princeton,1,1,Ivy,Ivy
High Point,Charleston Southern,1,3,Big South,Big South
Lafayette,Colgate,1,0,Patriot,Patriot
Longwood,USC Upstate,2,0,Big South,Big South
Loyola (MD),Holy Cross,0,3,Patriot,Patriot
Manhattan,Niagara,2,1,MAAC,MAAC
Marist,Fairfield,0,0,MAAC,MAAC
Marshall,Georgia State,4,1,Sun Belt,Sun Belt
Miami (FL),NC State,0,0,ACC,ACC
Navy,Army,1,2,Patriot,Patriot
Penn,Dartmouth,1,1,Ivy,Ivy
Portland,San Diego,0,4,WCC,WCC
Radford,Winthrop,2,0,Big South,Big South
Saint Peter's,Iona University,2,3,MAAC,MAAC
San Francisco,Loyola Marymount,1,1,WCC,WCC
Siena College,Quinnipiac,2,3,MAAC,MAAC
St. Mary's (CA),Gonzaga,0,1,WCC,WCC
Troy,Coastal Carolina,2,2,Sun Belt,Sun Belt
Utah Valley,Seattle,0,0,WAC,WAC
Yale,Cornell,1,1,Ivy,Ivy
Northwestern,Penn State,2,2,Big Ten,Big Ten
Charlotte,Memphis,0,1,AAC,AAC
Texas Tech,Oklahoma State,1,0,Big 12,Big 12
Rhode Island,Saint Louis,5,0,A10,A10
Rutgers,Michigan State,0,2,Big Ten,Big Ten
Wisconsin,Ohio State,0,1,Big Ten,Big Ten
Minnesota,Nebraska,2,0,Big Ten,Big Ten
Indiana,Michigan,0,1,Big Ten,Big Ten
Georgetown,Providence,1,1,Big East,Big East
TCU,Baylor,1,0,Big 12,Big 12
Kentucky,Mississippi State,0,2,SEC,SEC
Alcorn State,Alabama A&M,2,1,SWAC,SWAC
American,Lehigh,1,4,Patriot,Patriot
Arkansas State,Louisiana-Monroe,2,2,Sun Belt,Sun Belt
Austin Peay,Queens (N.C.),1,1,Atlantic Sun,Atlantic Sun
Ball State,Ohio University,2,2,MAC,MAC
Bellarmine,Stetson,3,2,Atlantic Sun,Atlantic Sun
Binghamton,Vermont,0,2,Am East,Am East
Boise State,Fresno State,2,1,Mountain West,Mountain West
Buffalo,Bowling Green,0,0,MAC,MAC
Butler,Connecticut,0,0,Big East,Big East
Cal Poly,CSUN,0,4,Big West,Big West
Cal State Fullerton,UC Davis,1,0,Big West,Big West
California Baptist,UTRGV,0,4,WAC,WAC
Central Connecticut,Le Moyne,2,2,Northeast,Northeast
Central Michigan,Akron,0,0,MAC,MAC
Cincinnati,UCF,0,1,Big 12,Big 12
College of Charleston,William & Mary,1,1,CAA,CAA
Colorado State,Air Force,1,0,Mountain West,Mountain West
Dayton,Loyola-Chicago,0,2,A10,A10
Detroit Mercy,Cleveland State,1,3,Horizon,Horizon
Drake,Evansville,0,1,MVC,MVC
Duquesne,La Salle,4,1,A10,A10
East Carolina,Tulsa,2,2,AAC,AAC
Eastern Illinois,Little Rock,2,4,OVC,OVC
Eastern Kentucky,FGCU,1,1,Atlantic Sun,Atlantic Sun
Eastern Michigan,Western Michigan,3,0,MAC,MAC
Eastern Washington,Idaho,1,2,Big Sky,Big Sky
Florida Atlantic,North Texas,1,1,AAC,AAC
Florida International,Jacksonville State,3,2,C-USA,C-USA
Fordham,Saint Joseph's,1,2,A10,A10
Furman,Mercer,2,1,Southern,Southern
George Mason,George Washington,2,1,A10,A10
Grand Canyon,Stephen F. Austin,8,0,WAC,WAC
Hampton University,Campbell,6,0,CAA,CAA
Hofstra,Delaware,1,0,CAA,CAA
Houston,Texas,6,1,Big 12,Big 12
Howard,LIU,3,1,Northeast,Northeast
Idaho State,Sacramento State,1,1,Big Sky,Big Sky
Illinois,Purdue,1,2,Big Ten,Big Ten
Indiana State,Illinois State,2,0,MVC,MVC
Iowa,Maryland,5,0,Big Ten,Big Ten
Jackson State,Texas Southern,1,2,SWAC,SWAC
Jacksonville,North Alabama,0,1,Atlantic Sun,Atlantic Sun
Kansas,West Virginia,1,0,Big 12,Big 12
Kansas State,Iowa State,2,1,Big 12,Big 12
Kent State,Northern Illinois,2,1,MAC,MAC
Lamar,Texas A&M-Commerce,2,2,Southland,Southland
Lipscomb,Kennesaw State,0,1,Atlantic Sun,Atlantic Sun
Long Beach State,UC San Diego,1,2,Big West,Big West
Louisiana Tech,Middle Tennessee,2,0,C-USA,C-USA
Maine,Bryant,0,2,Am East,Am East
McNeese State,Southeastern Louisiana,1,1,Southland,Southland
Miami (OH),Toledo,1,2,MAC,MAC
Mississippi Valley,Alabama State,3,4,SWAC,SWAC
Missouri State,Northern Iowa,0,1,MVC,MVC
Morehead State,Lindenwood,0,2,OVC,OVC
Murray State,Southern Illinois,1,2,MVC,MVC
Nevada,San Diego State,3,2,Mountain West,Mountain West
New Hampshire,NJIT,0,1,Am East,Am East
Nicholls,Houston Christian,0,2,Southland,Southland
North Florida,Central Arkansas,1,2,Atlantic Sun,Atlantic Sun
Northeastern,Towson,0,1,CAA,CAA
Northern Colorado,Montana,3,0,Big Sky,Big Sky
Northwestern State,Texas A&M-Corpus Christi,0,2,Southland,Southland
Oakland,Wisconsin-Green Bay,0,0,Horizon,Horizon
Omaha,UMKC,3,2,Summit,Summit
Purdue Fort Wayne,Wright State,1,1,Horizon,Horizon
Richmond,Davidson,0,0,A10,A10
Robert Morris,Northern Kentucky,0,1,Horizon,Horizon
SIUE,Western Illinois,4,2,OVC,OVC
Sam Houston State,Western Kentucky,0,1,C-USA,C-USA
Samford,East Tennessee State,1,1,Southern,Southern
Seton Hall,DePaul,0,0,Big East,Big East
South Alabama,Louisiana,0,5,Sun Belt,Sun Belt
South Dakota,North Dakota State,2,1,Summit,Summit
South Dakota State,St. Thomas (Minn.),0,3,Summit,Summit
South Florida,SMU,0,1,AAC,AAC
Southeast Missouri State,Tennessee Tech,1,0,OVC,OVC
Southern Mississippi,Georgia Southern,1,2,Sun Belt,Sun Belt
Southern University,Prairie View A&M,2,1,SWAC,SWAC
Southern Utah,Tarleton State,0,1,WAC,WAC
St. Bonaventure,VCU,0,1,A10,A10
St. Francis (Pa.),Merrimack,1,1,Northeast,Northeast
Stonehill,Delaware State,2,0,Northeast,Northeast
Stony Brook,Elon,2,4,CAA,CAA
Temple,UTSA,0,2,AAC,AAC
UAB,Rice,1,2,AAC,AAC
UC Irvine,UC Riverside,0,2,Big West,Big West
UC Santa Barbara,CSU Bakersfield,0,1,Big West,Big West
UMBC,Massachusetts-Lowell,3,3,Am East,Am East
UNC Greensboro,UT Chattanooga,2,1,Southern,Southern
UNC Wilmington,Monmouth,1,3,CAA,CAA
UNLV,New Mexico,3,3,Mountain West,Mountain West
UT Martin,Southern Indiana,1,1,OVC,OVC
UTEP,Liberty,2,1,C-USA,C-USA
Utah State,San Jose State,3,0,Mountain West,Mountain West
Utah Tech,Abilene Christian,3,1,WAC,WAC
Valparaiso,Belmont,0,2,MVC,MVC
Villanova,Marquette,1,1,Big East,Big East
Virginia,Virginia Tech,3,0,ACC,ACC
Wagner,Sacred Heart,0,1,Northeast,Northeast
Weber State,Portland State,0,0,Big Sky,Big Sky
Western Carolina,VMI,4,0,Southern,Southern
Wisconsin-Milwaukee,IUPUI,2,2,Horizon,Horizon
Wofford,The Citadel,2,2,Southern,Southern
Wyoming,Colorado College,5,0,Mountain West,Mountain West
Xavier,St. John's,0,3,Big East,Big East
