Home Team,Away Team,Home Goals,Away Goals,Home Team Conference,Away Team Conference,Week,Division
Western Michigan,Oakland,5,0,MVC,Horizon,8,d1
Stanford,San Francisco,1,2,Pac-12,WCC,8,d1
South Carolina,West Virginia,2,3,Sun Belt,Sun Belt,8,d1
Eastern Illinois,Liberty,0,4,OVC,OVC,8,d1
Lindenwood,Houston Christian,1,1,OVC,OVC,8,d1
Merrimack,Stonehill,4,1,Northeast,Northeast,8,d1
SIUE,Incarnate Word,3,0,OVC,OVC,8,d1
San Jose State,California Baptist,0,2,WAC,WAC,8,d1
Southern Indiana,Chicago State,3,3,OVC,OVC,8,d1
UNLV,Utah Tech,1,0,WAC,WAC,8,d1
UTRGV,Seattle,0,1,WAC,WAC,8,d1
Utah Valley,Air Force,2,0,WAC,WAC,8,d1
Marshall,Coastal Carolina,6,1,Sun Belt,Sun Belt,8,d1
Virginia Tech,Notre Dame,0,1,ACC,ACC,8,d1
Virginia,Pittsburgh,2,1,ACC,ACC,8,d1
Duke,NC State,2,1,ACC,ACC,8,d1
Penn State,Northwestern,2,1,Big Ten,Big Ten,8,d1
Charlotte,Tulsa,2,1,AAC,AAC,8,d1
Columbia,Dartmouth,1,1,Ivy,Ivy,8,d1
Georgia State,Georgia Southern,1,0,Sun Belt,Sun Belt,8,d1
Kentucky,James Madison,0,0,Sun Belt,Sun Belt,8,d1
Louisville,Boston College,1,0,ACC,ACC,8,d1
Navy,Army,1,1,Patriot,Patriot,8,d1
Rutgers,Wisconsin,2,1,Big Ten,Big Ten,8,d1
Old Dominion,UCF,1,2,Sun Belt,Sun Belt,8,d1
Wake Forest,North Carolina,1,0,ACC,ACC,8,d1
Providence,Georgetown,1,0,Big East,Big East,8,d1
Xavier,Akron,0,0,Big East,Big East,8,d1
SMU,Florida Atlantic,3,0,AAC,AAC,8,d1
Portland,Oregon State,2,1,WCC,Pac-12,8,d1
Sacramento State,Cal State Fullerton,0,1,Big West,Big West,8,d1
Delaware,Hofstra,2,1,CAA,CAA,8,d1
Binghamton,Vermont,0,5,Am East,Am East,8,d1
Loyola-Chicago,Saint Louis,3,1,A10,A10,8,d1
Oral Roberts,UMKC,2,0,Summit,Summit,8,d1
UCLA,Loyola Marymount,0,1,Pac-12,WCC,8,d1
Gonzaga,Washington,1,1,WCC,Pac-12,8,d1
Albany,Massachusetts-Lowell,2,0,Am East,Am East,8,d1
American,Colgate,1,2,Patriot,Patriot,8,d1
Bellarmine,North Florida,2,1,Atlantic Sun,Atlantic Sun,8,d1
Belmont,Bowling Green,2,1,MVC,MVC,8,d1
Brown,Penn,0,0,Ivy,Ivy,8,d1
Central Arkansas,Stetson,1,1,Atlantic Sun,Atlantic Sun,8,d1
Cleveland State,Wisconsin-Milwaukee,1,1,Horizon,Horizon,8,d1
Connecticut,Marquette,3,2,Big East,Big East,8,d1
Cornell,Princeton,5,1,Ivy,Ivy,8,d1
Davidson,Saint Joseph's,2,0,A10,A10,8,d1
DePaul,Butler,1,1,Big East,Big East,8,d1
Detroit Mercy,Purdue Fort Wayne,1,1,Horizon,Horizon,8,d1
Drexel,UNC Wilmington,2,0,CAA,CAA,8,d1
Duquesne,George Washington,3,2,A10,A10,8,d1
Elon,Campbell,3,2,CAA,CAA,8,d1
Fairfield,Marist,2,3,MAAC,MAAC,8,d1
Florida International,St. Mary's (CA),5,1,AAC,WCC,8,d1
Gardner-Webb,High Point,1,1,Big South,Big South,8,d1
George Mason,Dayton,1,1,A10,A10,8,d1
Harvard,Yale,3,1,Ivy,Ivy,8,d1
Holy Cross,Bucknell,2,1,Patriot,Patriot,8,d1
Iona University,Saint Peter's,4,0,MAAC,MAAC,8,d1
Lafayette,Boston University,2,0,Patriot,Patriot,8,d1
Lehigh,Loyola (MD),0,0,Patriot,Patriot,8,d1
Lipscomb,FGCU,1,0,Atlantic Sun,Atlantic Sun,8,d1
Massachusetts,Fordham,1,1,A10,A10,8,d1
Mercer,Furman,0,0,Southern,Southern,8,d1
Monmouth,Northeastern,2,1,CAA,CAA,8,d1
Mount St. Mary's,Canisius,2,1,MAAC,MAAC,8,d1
Niagara,Manhattan,1,0,MAAC,MAAC,8,d1
Northern Illinois,Bradley,1,0,MVC,MVC,8,d1
Northern Kentucky,IUPUI,0,3,Horizon,Horizon,8,d1
Oakland,Wright State,5,0,Horizon,Horizon,8,d1
Omaha,St. Thomas (Minn.),1,0,Summit,Summit,8,d1
Pacific,California,0,2,WCC,Pac-12,8,d1
Presbyterian,Winthrop,1,2,Big South,Big South,8,d1
Queens (N.C.),Jacksonville,5,1,Atlantic Sun,Atlantic Sun,8,d1
Quinnipiac,Siena College,0,1,MAAC,MAAC,8,d1
Radford,UNC Asheville,1,4,Big South,Big South,8,d1
Rhode Island,VCU,1,3,A10,A10,8,d1
SIUE,Houston Christian,3,1,OVC,OVC,8,d1
San Diego State,San Diego,1,1,Pac-12,WCC,8,d1
Seton Hall,Creighton,2,1,Big East,Big East,8,d1
St. Bonaventure,La Salle,2,0,A10,A10,8,d1
Temple,South Florida,1,1,AAC,AAC,8,d1
UAB,Memphis,1,3,AAC,AAC,8,d1
UC Davis,UC Riverside,0,3,Big West,Big West,8,d1
UC Irvine,CSUN,0,1,Big West,Big West,8,d1
UC San Diego,CSU Bakersfield,1,0,Big West,Big West,8,d1
UIC,Evansville,5,1,MVC,MVC,8,d1
UMBC,New Hampshire,1,4,Am East,Am East,8,d1
UNC Greensboro,Wofford,1,1,Southern,Southern,8,d1
USC Upstate,Longwood,2,0,Big South,Big South,8,d1
Villanova,St. John's,1,3,Big East,Big East,8,d1
Virginia Military Institute,East Tennessee State,0,3,Southern,Southern,8,d1
Western Illinois,Denver,0,1,Summit,Summit,8,d1
Western Michigan,Drake,3,0,MVC,MVC,8,d1
William & Mary,College of Charleston,2,3,CAA,CAA,8,d1
Wisconsin-Green Bay,Robert Morris,1,1,Horizon,Horizon,8,d1
Syracuse,Clemson,1,1,ACC,ACC,8,d1
Michigan State,Maryland,2,2,Big Ten,Big Ten,8,d1
Bryant,NJIT,5,0,Am East,Am East,8,d1
Cal Poly,UC Santa Barbara,0,1,Big West,Big West,8,d1
Eastern Illinois,Chicago State,0,0,OVC,OVC,8,d1
Indiana,Ohio State,2,1,Big Ten,Big Ten,8,d1
LIU,Howard,3,1,Northeast,Northeast,8,d1
Le Moyne,St. Francis (Pa.),1,1,Northeast,Northeast,8,d1
Lindenwood,Incarnate Word,1,1,OVC,OVC,8,d1
Merrimack,Fairleigh Dickinson,1,2,Northeast,Northeast,8,d1
Sacred Heart,Central Connecticut,2,0,Northeast,Northeast,8,d1
San Jose State,Grand Canyon,1,0,WAC,WAC,8,d1
Seattle,California Baptist,3,0,WAC,WAC,8,d1
Southern Indiana,Liberty,1,1,OVC,OVC,8,d1
UNLV,Utah Valley,1,1,WAC,WAC,8,d1
Utah Tech,Air Force,3,2,WAC,WAC,8,d1
Wake Forest,Robert Morris,5,1,ACC,Horizon,9,d1
Michigan,Notre Dame,0,3,Big Ten,ACC,9,d1
Dartmouth,Vermont,1,2,Ivy,Am East,9,d1
North Carolina,William & Mary,0,0,ACC,CAA,9,d1
Pittsburgh,Duquesne,2,0,ACC,A10,9,d1
FGCU,Florida International,0,1,Atlantic Sun,AAC,9,d1
Army,Drexel,1,4,Patriot,CAA,9,d1
Belmont,Bellarmine,1,0,MVC,Atlantic Sun,9,d1
Binghamton,Cornell,1,2,Am East,Ivy,9,d1
Boston College,Stonehill,1,2,ACC,Northeast,9,d1
Boston University,Northeastern,1,1,Patriot,CAA,9,d1
Bucknell,St. Bonaventure,0,0,Patriot,A10,9,d1
Colgate,Albany,1,0,Patriot,Am East,9,d1
College of Charleston,USC Upstate,5,2,CAA,Big South,9,d1
East Tennessee State,Winthrop,2,1,Southern,Big South,9,d1
Furman,Presbyterian,2,2,Southern,Big South,9,d1
Holy Cross,Harvard,1,2,Patriot,Ivy,9,d1
Jacksonville,Thomas University,2,1,Atlantic Sun,The Sun,9,d1
Massachusetts-Lowell,Massachusetts,1,1,Am East,A10,9,d1
Mercer,Lipscomb,1,1,Southern,Atlantic Sun,9,d1
NC State,High Point,0,0,ACC,Big South,9,d1
New Hampshire,Hofstra,2,1,Am East,CAA,9,d1
Oakland,Louisville,0,4,Horizon,ACC,9,d1
Penn,Lehigh,5,0,Ivy,Patriot,9,d1
Queens (N.C.),Virginia Tech,2,3,Atlantic Sun,ACC,9,d1
Radford,George Mason,0,7,Big South,A10,9,d1
Rhode Island,Brown,0,0,A10,Ivy,9,d1
Rutgers,Penn State,2,1,Big Ten,Big Ten,9,d1
Saint Joseph's,Loyola (MD),0,1,A10,Patriot,9,d1
Stetson,South Florida,2,3,Atlantic Sun,AAC,9,d1
Stony Brook,Temple,2,1,CAA,AAC,9,d1
West Virginia,Marshall,5,2,Sun Belt,Sun Belt,9,d1
UCF,Coastal Carolina,5,0,Sun Belt,Sun Belt,9,d1
Creighton,Akron,3,2,Big East,Big East,9,d1
Georgetown,Villanova,2,0,Big East,Big East,9,d1
Evansville,Missouri State,1,2,MVC,MVC,9,d1
Syracuse,Yale,2,0,ACC,Ivy,9,d1
St. Thomas (Minn.),Oral Roberts,1,1,Summit,Summit,9,d1
Cal State Fullerton,UC Riverside,1,1,Big West,Big West,9,d1
American,Navy,1,0,Patriot,Patriot,9,d1
Bowling Green,UIC,3,1,MVC,MVC,9,d1
CSU Bakersfield,UC Davis,0,2,Big West,Big West,9,d1
CSUN,UC San Diego,2,1,Big West,Big West,9,d1
Canisius,Rider,2,2,MAAC,MAAC,9,d1
Charlotte,Elon,1,0,AAC,CAA,9,d1
Denver,Omaha,1,0,Summit,Summit,9,d1
Drake,Bradley,1,2,MVC,MVC,9,d1
George Washington,Longwood,1,2,A10,Big South,9,d1
Georgia Southern,South Carolina,1,1,Sun Belt,Sun Belt,9,d1
Howard,Virginia Military Institute,2,1,Northeast,Southern,9,d1
James Madison,Old Dominion,3,1,Sun Belt,Sun Belt,9,d1
Kentucky,Georgia State,2,2,Sun Belt,Sun Belt,9,d1
Manhattan,Saint Peter's,1,1,MAAC,MAAC,9,d1
Marist,Iona University,0,1,MAAC,MAAC,9,d1
Marquette,DePaul,3,3,Big East,Big East,9,d1
Providence,Connecticut,3,1,Big East,Big East,9,d1
Quinnipiac,Mount St. Mary's,1,1,MAAC,MAAC,9,d1
Siena College,Fairfield,2,1,MAAC,MAAC,9,d1
St. John's,Seton Hall,3,0,Big East,Big East,9,d1
UC Irvine,Cal Poly,2,0,Big West,Big West,9,d1
UC Santa Barbara,Sacramento State,3,0,Big West,Big West,9,d1
UMKC,Western Illinois,3,0,Summit,Summit,9,d1
Western Michigan,Northern Illinois,3,1,MVC,MVC,9,d1
Xavier,Butler,1,1,Big East,Big East,9,d1
Oregon State,Stanford,0,4,Pac-12,Pac-12,9,d1
Air Force,UTRGV,3,3,WAC,WAC,9,d1
California Baptist,UNLV,1,1,WAC,WAC,9,d1
Chicago State,SIUE,1,2,OVC,OVC,9,d1
Grand Canyon,Utah Tech,0,1,WAC,WAC,9,d1
Houston Christian,Incarnate Word,3,1,OVC,OVC,9,d1
Le Moyne,Merrimack,1,0,Northeast,Northeast,9,d1
Liberty,Lindenwood,1,2,OVC,OVC,9,d1
Southern Indiana,Eastern Illinois,0,2,OVC,OVC,9,d1
St. Francis (Pa.),LIU,2,1,Northeast,Northeast,9,d1
Washington,California,1,2,Pac-12,Pac-12,9,d1
Wake Forest,Notre Dame,1,1,ACC,ACC,9,d1
Clemson,Boston College,6,0,ACC,ACC,9,d1
Florida Atlantic,Florida International,2,1,AAC,AAC,9,d1
Virginia Tech,Virginia,0,3,ACC,ACC,9,d1
Northwestern,Michigan State,1,2,Big Ten,Big Ten,9,d1
Maryland,Indiana,1,2,Big Ten,Big Ten,9,d1
Ohio State,Wisconsin,0,1,Big Ten,Big Ten,9,d1
Stony Brook,Monmouth,0,2,CAA,CAA,9,d1
UCLA,San Diego State,2,1,Pac-12,Pac-12,9,d1
Tulsa,SMU,0,2,AAC,AAC,9,d1
Akron,Marquette,1,1,Big East,Big East,9,d1
Pittsburgh,Duke,0,0,ACC,ACC,9,d1
Portland,San Diego,5,1,WCC,WCC,9,d1
Georgetown,St. John's,1,1,Big East,Big East,9,d1
Vermont,UMBC,1,2,Am East,Am East,9,d1
Oral Roberts,Western Illinois,2,0,Summit,Summit,9,d1
Seattle,San Jose State,2,1,WAC,WAC,9,d1
Massachusetts,Davidson,3,1,A10,A10,9,d1
Bryant,Albany,3,1,Am East,Am East,9,d1
American,Lehigh,2,0,Patriot,Patriot,9,d1
Army,Colgate,1,1,Patriot,Patriot,9,d1
Bucknell,Boston University,0,1,Patriot,Patriot,9,d1
Butler,Providence,0,3,Big East,Big East,9,d1
CSUN,UC Santa Barbara,2,2,Big West,Big West,9,d1
Campbell,William & Mary,2,1,CAA,CAA,9,d1
Canisius,Marist,1,3,MAAC,MAAC,9,d1
College of Charleston,Elon,0,2,CAA,CAA,9,d1
Creighton,Connecticut,0,2,Big East,Big East,9,d1
Dartmouth,Cornell,0,2,Ivy,Ivy,9,d1
DePaul,Seton Hall,3,1,Big East,Big East,9,d1
Denver,St. Thomas (Minn.),5,0,Summit,Summit,9,d1
FGCU,Central Arkansas,1,1,Atlantic Sun,Atlantic Sun,9,d1
Fairfield,Iona University,1,0,MAAC,MAAC,9,d1
Fordham,Duquesne,1,1,A10,A10,9,d1
Furman,East Tennessee State,0,2,Southern,Southern,9,d1
George Mason,VCU,1,2,A10,A10,9,d1
Gonzaga,St. Mary's (CA),3,2,WCC,WCC,9,d1
Hofstra,Drexel,1,0,CAA,CAA,9,d1
IUPUI,Wisconsin-Green Bay,1,2,Horizon,Horizon,9,d1
Jacksonville,Bellarmine,3,2,Atlantic Sun,Atlantic Sun,9,d1
La Salle,George Washington,0,1,A10,A10,9,d1
Loyola (MD),Lafayette,2,0,Patriot,Patriot,9,d1
Loyola Marymount,Santa Clara,0,2,WCC,WCC,9,d1
Massachusetts-Lowell,Binghamton,1,2,Am East,Am East,9,d1
Memphis,Temple,4,2,AAC,AAC,9,d1
Navy,Holy Cross,0,0,Patriot,Patriot,9,d1
New Hampshire,NJIT,2,1,Am East,Am East,9,d1
North Florida,Queens (N.C.),0,1,Atlantic Sun,Atlantic Sun,9,d1
Northeastern,Rutgers,4,4,CAA,Big Ten,9,d1
Omaha,UMKC,0,0,Summit,Summit,9,d1
Pacific,San Francisco,0,1,WCC,WCC,9,d1
Princeton,Brown,0,0,Ivy,Ivy,9,d1
Purdue Fort Wayne,Cleveland State,2,2,Horizon,Horizon,9,d1
Radford,Longwood,1,0,Big South,Big South,9,d1
Rhode Island,Loyola-Chicago,0,0,A10,A10,9,d1
Rider,Niagara,1,0,MAAC,MAAC,9,d1
Robert Morris,Oakland,0,1,Horizon,Horizon,9,d1
Sacramento State,UC Irvine,0,2,Big West,Big West,9,d1
Saint Louis,Dayton,0,0,A10,A10,9,d1
Saint Peter's,Quinnipiac,2,2,MAAC,MAAC,9,d1
Siena College,Mount St. Mary's,2,0,MAAC,MAAC,9,d1
South Florida,UAB,2,1,AAC,AAC,9,d1
St. Bonaventure,Saint Joseph's,1,2,A10,A10,9,d1
Stetson,Lipscomb,3,1,Atlantic Sun,Atlantic Sun,9,d1
UC Riverside,CSU Bakersfield,2,1,Big West,Big West,9,d1
UC San Diego,UC Davis,1,2,Big West,Big West,9,d1
UNC Asheville,High Point,0,4,Big South,Big South,9,d1
UNC Greensboro,Mercer,1,1,Southern,Southern,9,d1
UNC Wilmington,Delaware,0,0,CAA,CAA,9,d1
USC Upstate,Gardner-Webb,2,1,Big South,Big South,9,d1
Utah Valley,UTRGV,4,0,WAC,WAC,9,d1
Villanova,Xavier,1,1,Big East,Big East,9,d1
Wisconsin-Milwaukee,Northern Kentucky,2,3,Horizon,Horizon,9,d1
Wofford,Virginia Military Institute,1,0,Southern,Southern,9,d1
Wright State,Detroit Mercy,1,2,Horizon,Horizon,9,d1
Marshall,Kentucky,0,2,Sun Belt,Sun Belt,9,d1
South Carolina,UCF,2,3,Sun Belt,Sun Belt,9,d1
Coastal Carolina,West Virginia,0,2,Sun Belt,Sun Belt,9,d1
North Carolina,Louisville,2,0,ACC,ACC,9,d1
Washington,Stanford,1,1,Pac-12,Pac-12,9,d1
Missouri State,Western Michigan,1,2,MVC,MVC,9,d1
Syracuse,NC State,1,1,ACC,ACC,9,d1
Cal Poly,Cal State Fullerton,5,0,Big West,Big West,9,d1
Bradley,UIC,1,1,MVC,MVC,9,d1
California Baptist,Utah Tech,2,0,WAC,WAC,9,d1
Central Connecticut,Fairleigh Dickinson,1,1,Northeast,Northeast,9,d1
Chicago State,Houston Christian,3,2,OVC,OVC,9,d1
Drake,Bowling Green,1,3,MVC,MVC,9,d1
Georgia State,James Madison,1,3,Sun Belt,Sun Belt,9,d1
Grand Canyon,UNLV,1,0,WAC,WAC,9,d1
Howard,Le Moyne,2,0,Northeast,Northeast,9,d1
LIU,Stonehill,4,0,Northeast,Northeast,9,d1
Liberty,Incarnate Word,2,1,OVC,OVC,9,d1
Lindenwood,Eastern Illinois,1,1,OVC,OVC,9,d1
Northern Illinois,Belmont,1,0,MVC,MVC,9,d1
Old Dominion,Georgia Southern,1,2,Sun Belt,Sun Belt,9,d1
Oregon State,California,1,0,Pac-12,Pac-12,9,d1
Penn,Harvard,2,1,Ivy,Ivy,9,d1
Penn State,Michigan,4,0,Big Ten,Big Ten,9,d1
SIUE,Southern Indiana,4,0,OVC,OVC,9,d1
Sacred Heart,St. Francis (Pa.),0,2,Northeast,Northeast,9,d1
Yale,Columbia,2,1,Ivy,Ivy,9,d1
Duke,Howard,7,0,ACC,Northeast,10,d1
Virginia,High Point,3,1,ACC,Big South,10,d1
Georgetown,UNC Wilmington,4,1,Big East,CAA,10,d1
Oral Roberts,Central Arkansas,4,1,Summit,Atlantic Sun,10,d1
Campbell,Gardner-Webb,3,0,CAA,Big South,10,d1
College of Charleston,Winthrop,0,2,CAA,Big South,10,d1
Delaware,George Mason,1,3,CAA,A10,10,d1
Florida Atlantic,FGCU,3,1,AAC,Atlantic Sun,10,d1
La Salle,Monmouth,1,1,A10,CAA,10,d1
Maryland,Navy,3,0,Big Ten,Patriot,10,d1
Mercer,North Florida,0,1,Southern,Atlantic Sun,10,d1
Merrimack,Northeastern,1,3,Northeast,CAA,10,d1
Michigan State,Ohio State,2,3,Big Ten,Big Ten,10,d1
Northwestern,Indiana,1,0,Big Ten,Big Ten,10,d1
Princeton,Fordham,2,2,Ivy,A10,10,d1
Saint Louis,Blackburn College,8,0,A10,SLIAC,10,d1
Stony Brook,Lafayette,2,3,CAA,Patriot,10,d1
UNC Asheville,Furman,2,4,Big South,Southern,10,d1
USC Upstate,Wofford,2,3,Big South,Southern,10,d1
Villanova,Army,1,1,Big East,Patriot,10,d1
Virginia Tech,Radford,2,3,ACC,Big South,10,d1
Wisconsin,Wisconsin-Milwaukee,2,1,Big Ten,Horizon,10,d1
Wisconsin-Green Bay,St. Thomas (Minn.),2,1,Horizon,Summit,10,d1
Portland,Gonzaga,5,0,WCC,WCC,10,d1
Drexel,Fairleigh Dickinson,6,0,CAA,Northeast,10,d1
Duquesne,Wright State,3,2,A10,Horizon,10,d1
Elon,Greensboro College,5,0,CAA,USA South Athletic,10,d1
Iona University,Siena College,2,1,MAAC,MAAC,10,d1
Michigan,Cleveland State,3,2,Big Ten,Horizon,10,d1
Mount St. Mary's,Rider,0,1,MAAC,MAAC,10,d1
Niagara,Canisius,3,0,MAAC,MAAC,10,d1
Penn State,Detroit Mercy,3,0,Big Ten,Horizon,10,d1
Queens (N.C.),Virginia Military Institute,2,4,Atlantic Sun,Southern,10,d1
Quinnipiac,Manhattan,2,3,MAAC,MAAC,10,d1
Saint Peter's,Fairfield,1,2,MAAC,MAAC,10,d1
San Diego,Loyola Marymount,0,0,WCC,WCC,10,d1
Santa Clara,San Francisco,0,0,WCC,WCC,10,d1
St. Mary's (CA),Pacific,3,2,WCC,WCC,10,d1
Utah Tech,Seattle,1,7,WAC,WAC,10,d1
Massachusetts-Lowell,New Hampshire,0,5,Am East,Am East,10,d1
Air Force,Grand Canyon,1,0,WAC,WAC,10,d1
Eastern Illinois,Southern Indiana,1,0,OVC,OVC,10,d1
Houston Christian,Liberty,1,1,OVC,OVC,10,d1
Howard,Sacred Heart,0,2,Northeast,Northeast,10,d1
Incarnate Word,Chicago State,0,0,OVC,OVC,10,d1
Lindenwood,SIUE,0,1,OVC,OVC,10,d1
San Diego State,Oregon State,0,1,Pac-12,Pac-12,10,d1
Stonehill,Central Connecticut,0,0,Northeast,Northeast,10,d1
UCLA,Washington,1,0,Pac-12,Pac-12,10,d1
UTRGV,San Jose State,3,2,WAC,WAC,10,d1
Utah Valley,California Baptist,1,1,WAC,WAC,10,d1
Kentucky,West Virginia,1,0,Sun Belt,Sun Belt,10,d1
Georgia State,UCF,2,3,Sun Belt,Sun Belt,10,d1
Louisville,Wake Forest,2,2,ACC,ACC,10,d1
Notre Dame,Pittsburgh,6,0,ACC,ACC,10,d1
UAB,SMU,0,1,AAC,AAC,10,d1
Old Dominion,Marshall,0,2,Sun Belt,Sun Belt,10,d1
Duke,Virginia Tech,7,1,ACC,ACC,10,d1
NC State,Clemson,1,1,ACC,ACC,10,d1
Virginia,North Carolina,1,0,ACC,ACC,10,d1
Vermont,Albany,1,0,Am East,Am East,10,d1
Binghamton,Bryant,0,5,Am East,Am East,10,d1
Boston College,Syracuse,1,1,ACC,ACC,10,d1
Western Michigan,Belmont,5,0,MVC,MVC,10,d1
Bowling Green,Missouri State,2,5,MVC,MVC,10,d1
Florida International,Charlotte,2,0,AAC,AAC,10,d1
Evansville,Bradley,1,0,MVC,MVC,10,d1
Indiana,Trine,2,0,Big Ten,MIAA,10,d1
James Madison,Georgia Southern,5,1,Sun Belt,Sun Belt,10,d1
Memphis,South Florida,2,1,AAC,AAC,10,d1
Michigan State,Drake,1,1,Big Ten,MVC,10,d1
NJIT,UMBC,0,0,Am East,Am East,10,d1
South Carolina,Coastal Carolina,4,3,Sun Belt,Sun Belt,10,d1
Temple,Tulsa,5,1,AAC,AAC,10,d1
UIC,Northern Illinois,2,0,MVC,MVC,10,d1
William & Mary,Stony Brook,0,0,CAA,CAA,10,d1
Loyola Marymount,Portland,1,0,WCC,WCC,10,d1
Marquette,Georgetown,1,2,Big East,Big East,10,d1
Butler,Akron,0,0,Big East,Big East,10,d1
Oral Roberts,Denver,0,1,Summit,Summit,10,d1
American,Army,3,0,Patriot,Patriot,10,d1
Bellarmine,Stetson,3,2,Atlantic Sun,Atlantic Sun,10,d1
Boston University,Loyola (MD),3,1,Patriot,Patriot,10,d1
Brown,Dartmouth,1,0,Ivy,Ivy,10,d1
CSU Bakersfield,Cal Poly,1,1,Big West,Big West,10,d1
Cal State Fullerton,UC Santa Barbara,2,0,Big West,Big West,10,d1
Canisius,Saint Peter's,3,0,MAAC,MAAC,10,d1
Central Arkansas,North Florida,3,0,Atlantic Sun,Atlantic Sun,10,d1
Cleveland State,Wright State,1,1,Horizon,Horizon,10,d1
Colgate,Navy,0,1,Patriot,Patriot,10,d1
Columbia,Penn,0,1,Ivy,Ivy,10,d1
Connecticut,Xavier,0,4,Big East,Big East,10,d1
Cornell,Yale,0,2,Ivy,Ivy,10,d1
Davidson,Rhode Island,0,2,A10,A10,10,d1
Dayton,Massachusetts,3,1,A10,A10,10,d1
DePaul,Villanova,3,3,Big East,Big East,10,d1
Delaware,College of Charleston,2,1,CAA,CAA,10,d1
Detroit Mercy,Robert Morris,3,1,Horizon,Horizon,10,d1
Duquesne,La Salle,2,1,A10,A10,10,d1
East Tennessee State,Mercer,2,1,Southern,Southern,10,d1
Elon,UNC Wilmington,1,0,CAA,CAA,10,d1
George Washington,George Mason,3,1,A10,A10,10,d1
Harvard,Princeton,2,1,Ivy,Ivy,10,d1
IUPUI,Wisconsin-Milwaukee,1,1,Horizon,Horizon,10,d1
Iona University,Mount St. Mary's,2,1,MAAC,MAAC,10,d1
Lafayette,Bucknell,0,0,Patriot,Patriot,10,d1
Lehigh,Holy Cross,2,1,Patriot,Patriot,10,d1
Lipscomb,Jacksonville,2,1,Atlantic Sun,Atlantic Sun,10,d1
Longwood,Presbyterian,3,2,Big South,Big South,10,d1
Loyola-Chicago,Fordham,1,0,A10,A10,10,d1
Manhattan,Siena College,2,3,MAAC,MAAC,10,d1
Marist,Rider,1,2,MAAC,MAAC,10,d1
Monmouth,Campbell,1,0,CAA,CAA,10,d1
Northeastern,Hofstra,1,2,CAA,CAA,10,d1
Northern Kentucky,Purdue Fort Wayne,2,0,Horizon,Horizon,10,d1
Pacific,Gonzaga,3,1,WCC,WCC,10,d1
Queens (N.C.),FGCU,3,2,Atlantic Sun,Atlantic Sun,10,d1
Quinnipiac,Niagara,3,1,MAAC,MAAC,10,d1
Radford,Gardner-Webb,0,3,Big South,Big South,10,d1
Saint Joseph's,Saint Louis,3,3,A10,A10,10,d1
San Francisco,St. Mary's (CA),0,3,WCC,WCC,10,d1
Santa Clara,San Diego,1,2,WCC,WCC,10,d1
Seton Hall,Providence,1,0,Big East,Big East,10,d1
St. John's,Creighton,2,2,Big East,Big East,10,d1
UC Davis,Sacramento State,0,1,Big West,Big West,10,d1
UC Irvine,UC San Diego,3,1,Big West,Big West,10,d1
UC Riverside,CSUN,0,0,Big West,Big West,10,d1
UMKC,St. Thomas (Minn.),1,0,Summit,Summit,10,d1
UNC Greensboro,Virginia Military Institute,6,2,Southern,Southern,10,d1
VCU,St. Bonaventure,4,0,A10,A10,10,d1
Western Illinois,Omaha,1,2,Summit,Summit,10,d1
Winthrop,UNC Asheville,1,3,Big South,Big South,10,d1
Wisconsin-Green Bay,Oakland,3,1,Horizon,Horizon,10,d1
Wofford,Furman,1,0,Southern,Southern,10,d1
UNLV,Seattle,1,2,WAC,WAC,10,d1
California,Stanford,1,1,Pac-12,Pac-12,10,d1
Air Force,California Baptist,2,3,WAC,WAC,10,d1
Central Connecticut,Howard,2,1,Northeast,Northeast,10,d1
Houston Christian,Chicago State,0,2,OVC,OVC,10,d1
Incarnate Word,Liberty,2,0,OVC,OVC,10,d1
Indiana,Rutgers,4,1,Big Ten,Big Ten,10,d1
LIU,Le Moyne,6,3,Northeast,Northeast,10,d1
Michigan,Northwestern,3,0,Big Ten,Big Ten,10,d1
Ohio State,Maryland,4,1,Big Ten,Big Ten,10,d1
SIUE,Eastern Illinois,4,1,OVC,OVC,10,d1
San Diego State,Washington,1,1,Pac-12,Pac-12,10,d1
Southern Indiana,Lindenwood,4,2,OVC,OVC,10,d1
St. Francis (Pa.),Merrimack,1,1,Northeast,Northeast,10,d1
Stonehill,Fairleigh Dickinson,1,5,Northeast,Northeast,10,d1
UCLA,Oregon State,0,0,Pac-12,Pac-12,10,d1
Wisconsin,Penn State,1,1,Big Ten,Big Ten,10,d1
Utah Valley,Grand Canyon,2,2,WAC,WAC,11,d1
Villanova,UIC,1,2,Big East,MVC,11,d1
UCF,James Madison,1,2,Sun Belt,Sun Belt,11,d1
West Virginia,Old Dominion,2,1,Sun Belt,Sun Belt,11,d1
Marshall,South Carolina,2,0,Sun Belt,Sun Belt,11,d1
New Hampshire,Vermont,2,0,Am East,Am East,11,d1
Bryant,Massachusetts-Lowell,3,0,Am East,Am East,11,d1
Albany,NJIT,0,1,Am East,Am East,11,d1
Coastal Carolina,Georgia State,0,1,Sun Belt,Sun Belt,11,d1
Georgia Southern,Kentucky,0,1,Sun Belt,Sun Belt,11,d1
UMBC,Binghamton,2,2,Am East,Am East,11,d1
SMU,Temple,2,1,AAC,AAC,11,d1
Duke,Boston College,3,2,ACC,ACC,11,d1
Bradley,Western Michigan,0,2,MVC,MVC,11,d1
