Home Team,Away Team,Home Goals,Away Goals,Home Team Conference,Away Team Conference,Week
Hampton University,Towson,3,0,CAA,CAA,7
Hawaii,UC Irvine,0,1,Big West,Big West,7
Hofstra,Northeastern,1,0,CAA,CAA,7
Houston,West Virginia,2,1,Big 12,Big 12,7
Houston Christian,McNeese State,2,1,Southland,Southland,7
Howard,Stonehill,1,1,Northeast,Northeast,7
Idaho,Montana,2,0,Big Sky,Big Sky,7
Idaho State,Northern Arizona,4,1,Big Sky,Big Sky,7
Illinois State,Southern Illinois,0,1,MVC,MVC,7
Incarnate Word,Texas A&M-Corpus Christi,1,3,Southland,Southland,7
Iowa,Rutgers,1,0,Big Ten,Big Ten,7
Kansas State,Baylor,2,0,Big 12,Big 12,7
Le Moyne,Wagner,1,0,Northeast,Northeast,7
Lehigh,Army,1,0,Patriot,Patriot,7
Lipscomb,Central Arkansas,0,1,Atlantic Sun,Atlantic Sun,7
Little Rock,Lindenwood,1,2,OVC,OVC,7
Louisiana-Monroe,South Alabama,1,1,Sun Belt,Sun Belt,7
Maine,UMBC,2,2,Am East,Am East,7
Manhattan,Marist,1,0,MAAC,MAAC,7
Massachusetts,Loyola-Chicago,1,4,A10,A10,7
Mercer,East Tennessee State,0,1,Southern,Southern,7
Merrimack,Sacred Heart,1,0,Northeast,Northeast,7
Miami (OH),Kent State,0,1,MAC,MAC,7
Michigan,Maryland,4,0,Big Ten,Big Ten,7
Navy,Boston University,3,2,Patriot,Patriot,7
Nevada,San Jose State,2,0,Mountain West,Mountain West,7
New Mexico,Air Force,2,1,Mountain West,Mountain West,7
Nicholls,Texas A&M-Commerce,1,2,Southland,Southland,7
Northern Colorado,Weber State,0,0,Big Sky,Big Sky,7
Northern Iowa,Indiana State,2,0,MVC,MVC,7
Northwestern,Nebraska,3,2,Big Ten,Big Ten,7
Ohio State,Illinois,2,1,Big Ten,Big Ten,7
Ohio University,Bowling Green,2,0,MAC,MAC,7
Oklahoma,UCF,2,1,Big 12,Big 12,7
Omaha,Denver,0,0,Summit,Summit,7
Oregon,Utah,4,2,Pac-12,Pac-12,7
Portland State,Sacramento State,1,0,Big Sky,Big Sky,7
Prairie View A&M,Alcorn State,1,2,SWAC,SWAC,7
Providence,Creighton,1,3,Big East,Big East,7
Richmond,St. Bonaventure,2,1,A10,A10,7
SIUE,Southeast Missouri State,1,0,OVC,OVC,7
Saint Joseph's,La Salle,2,0,A10,A10,7
Sam Houston State,Louisiana Tech,1,2,C-USA,C-USA,7
San Diego State,Colorado College,3,1,Mountain West,Mountain West,7
Seattle,Stephen F. Austin,2,0,WAC,WAC,7
Seton Hall,Xavier,1,1,Big East,Big East,7
South Dakota State,North Dakota,1,3,Summit,Summit,7
Southeastern Louisiana,Lamar,0,1,Southland,Southland,7
Southern Indiana,Morehead State,2,1,OVC,OVC,7
Southern Utah,California Baptist,0,2,WAC,WAC,7
St. John's,Villanova,0,2,Big East,Big East,7
St. Thomas (Minn.),North Dakota State,0,0,Summit,Summit,7
Stetson,Kennesaw State,0,1,Atlantic Sun,Atlantic Sun,7
TCU,Oklahoma State,1,0,Big 12,Big 12,7
Tennessee Tech,Eastern Illinois,3,1,OVC,OVC,7
Texas Southern,Mississippi Valley,5,0,SWAC,SWAC,7
Toledo,Central Michigan,1,0,MAC,MAC,7
UC Davis,UC San Diego,1,3,Big West,Big West,7
UC Santa Barbara,Cal State Fullerton,1,1,Big West,Big West,7
UIC,Missouri State,3,0,MVC,MVC,7
UMKC,Oral Roberts,5,2,Summit,Summit,7
UNC Greensboro,Samford,3,0,Southern,Southern,7
UNLV,Fresno State,0,0,Mountain West,Mountain West,7
UT Chattanooga,Furman,1,1,Southern,Southern,7
UT Martin,Western Illinois,1,1,OVC,OVC,7
UTEP,Jacksonville State,0,1,C-USA,C-USA,7
Utah State,Wyoming,2,1,Mountain West,Mountain West,7
Utah Tech,Grand Canyon,1,1,WAC,WAC,7
VMI,The Citadel,2,3,Southern,Southern,7
Valparaiso,Murray State,1,1,MVC,MVC,7
Vermont,Massachusetts-Lowell,1,6,Am East,Am East,7
Western Carolina,Wofford,0,5,Southern,Southern,7
Western Kentucky,Chicago State,0,2,C-USA,Indep.,7
Western Michigan,Ball State,2,2,MAC,MAC,7
William & Mary,Stony Brook,4,0,CAA,CAA,7
Wisconsin,Purdue,2,1,Big Ten,Big Ten,7
